stretch_upper_bound, avg_stretch, max_stretch
2, 1.0182632605384339, 2.0
3, 1.1058434482326065, 3.0
4, 1.267370803198977, 4.0
5, 1.4526640359536764, 5.0
6, 1.6425782235894413, 6.0
7, 1.840833318479342, 7.0
8, 2.0315964613043795, 8.0
9, 2.221557507445869, 9.0
10, 2.4003020766508008, 10.0
11, 2.588262641834596, 11.0
12, 2.7682356819554133, 12.0
13, 2.942255896005049, 13.0
14, 3.131067343007931, 14.0
15, 3.294457263243721, 15.0
16, 3.47216762035932, 16.0
