stretch_upper_bound, avg_stretch, max_stretch
2, 1.1265215215216406, 2.0
3, 1.5197320653986806, 3.0
4, 1.8469529529535376, 4.0
5, 2.322682682682331, 5.0
6, 2.5180777444110265, 6.0
