n, orig, approx_avg, distortion_avg, iter
8308, 4, 49.6, 12.4 20
8308, 4, 72.8, 18.2 20
8308, 4, 67.2, 16.8 20
8308, 4, 81.6, 20.4 20
8308, 4, 97.6, 24.4 20
