n, orig, approx_avg, distortion_avg, iter
8509, 4, 61.6, 15.4 20
8509, 4, 62.4, 15.6 20
8509, 4, 54.4, 13.6 20
8509, 4, 56.8, 14.2 20
8509, 4, 66.4, 16.6 20
