n, orig, approx_avg, distortion_avg, iter
8392, 4, 74.4, 18.6 20
8392, 4, 69.6, 17.4 20
8392, 4, 64.0, 16.0 20
8392, 4, 60.0, 15.0 20
8392, 4, 71.2, 17.8 20
